date,title,release_date,platform,subsidiary,account,distributor,units_sold,weeks_before_launch,preorder_status
2021-04-03,Lost Words,2021-04-06,Nintendo Switch,US,Maximum Games Inventory - US,,15.0,1,Current
2021-02-20,Lost Words,2021-04-06,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,25.0,7,Current
2021-04-03,Lost Words,2021-04-06,Nintendo Switch,US,GameStop,U&I,41.0,1,Current
2021-02-20,Lost Words,2021-04-06,Nintendo Switch,US,Amazon US,,39.0,7,Current
2021-02-27,Lost Words,2021-04-06,Nintendo Switch,US,Amazon CA,,16.0,6,Current
2021-02-27,Lost Words,2021-04-06,Nintendo Switch,US,Amazon US,,16.0,6,Current
2021-03-06,Lost Words,2021-04-06,Nintendo Switch,US,Amazon US,,17.0,5,Current
2021-03-13,Lost Words,2021-04-06,Nintendo Switch,US,Amazon US,,18.0,4,Current
2021-02-13,Lost Words,2021-04-06,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,21.0,8,Current
2021-03-20,Lost Words,2021-04-06,Nintendo Switch,US,Amazon US,,17.0,3,Current
2021-04-03,Lost Words,2021-04-06,Nintendo Switch,US,Amazon US,,18.0,1,Current
2021-02-20,Lost Words,2021-04-06,Nintendo Switch,US,GameStop,U&I,25.0,7,Current
2021-02-27,Lost Words,2021-04-06,Nintendo Switch,US,GameStop,U&I,20.0,6,Current
2021-03-06,Lost Words,2021-04-06,Nintendo Switch,US,GameStop,U&I,16.0,5,Current
2021-03-13,Lost Words,2021-04-06,Nintendo Switch,US,GameStop,U&I,16.0,4,Current
2021-03-20,Lost Words,2021-04-06,Nintendo Switch,US,GameStop,U&I,19.0,3,Current
2021-03-13,Lost Words,2021-04-06,Nintendo Switch,US,Amazon CA,,16.0,4,Current
2021-03-06,Insurgency: Sandstorm,2021-03-31,X1,US,Gamestop Canada,Solutions 2 Go,17.0,4,Current
2021-01-30,Insurgency: Sandstorm,2021-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,19.0,9,Current
2021-02-27,Insurgency: Sandstorm,2021-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,16.0,5,Current
2021-01-16,Insurgency: Sandstorm,2021-03-31,X1,US,Gamestop Canada,Solutions 2 Go,16.0,11,Current
2021-01-23,Insurgency: Sandstorm,2021-03-31,X1,US,Gamestop Canada,Solutions 2 Go,16.0,10,Current
2021-03-06,Tennis World Tour 2,2021-03-30,PS5,UK/EU,Amazon UK,,19.0,4,Current
2021-01-30,Tennis World Tour 2,2021-03-30,PS5,UK/EU,Amazon UK,,30.0,9,Current
2021-02-06,Tennis World Tour 2,2021-03-30,PS5,UK/EU,Amazon UK,,17.0,8,Current
2021-02-13,Tennis World Tour 2,2021-03-30,PS5,UK/EU,Amazon UK,,20.0,7,Current
2021-02-20,Tennis World Tour 2,2021-03-30,PS5,UK/EU,Amazon UK,,22.0,6,Current
2021-02-27,Tennis World Tour 2,2021-03-30,PS5,UK/EU,Amazon UK,,18.0,5,Current
2021-03-20,Tennis World Tour 2,2021-03-30,PS5,UK/EU,Amazon UK,,29.0,2,Current
2021-03-13,Tennis World Tour 2,2021-03-30,PS5,UK/EU,Amazon UK,,20.0,3,Current
2021-03-27,Tennis World Tour 2,2021-03-30,PS5,UK/EU,Amazon UK,,27.0,1,Current
2021-03-20,Tennis World Tour 2,2021-03-30,PS5,UK/EU,Argos Online,Centresoft,15.0,2,Current
2021-03-27,Tennis World Tour 2,2021-03-30,PS5,UK/EU,Argos Online,Centresoft,53.0,1,Current
2021-02-06,Tennis World Tour 2,2021-03-30,PS5,UK/EU,DirectSoft,Centresoft,16.0,8,Current
2021-01-30,Tennis World Tour 2,2021-03-30,PS5,UK/EU,DirectSoft,Centresoft,20.0,9,Current
2021-01-02,Tennis World Tour 2,2021-03-30,XSX,UK/EU,GAME,U&I,16.0,13,Current
2021-03-06,Tennis World Tour 2,2021-03-30,PS5,US,Amazon US,,20.0,4,Current
2021-02-20,Tennis World Tour 2,2021-03-30,PS5,US,GameStop,U&I,17.0,6,Current
2021-03-20,Tennis World Tour 2,2021-03-30,XSX,UK/EU,Amazon UK,,23.0,2,Current
2021-03-27,Tennis World Tour 2,2021-03-30,XSX,UK/EU,Amazon UK,,15.0,1,Current
2021-03-20,Tennis World Tour 2,2021-03-30,XSX,UK/EU,Argos Online,Centresoft,15.0,2,Current
2021-03-27,Tennis World Tour 2,2021-03-30,XSX,UK/EU,Argos Online,Centresoft,21.0,1,Current
2021-01-30,Tennis World Tour 2,2021-03-30,XSX,UK/EU,DirectSoft,Centresoft,16.0,9,Current
2021-02-20,Tennis World Tour 2,2021-03-30,XSX,UK/EU,DirectSoft,Centresoft,17.0,6,Current
2021-02-27,Tennis World Tour 2,2021-03-30,XSX,UK/EU,DirectSoft,Centresoft,16.0,5,Current
2021-03-06,Tennis World Tour 2,2021-03-30,PS5,US,GameStop,U&I,21.0,4,Current
2021-03-13,Tennis World Tour 2,2021-03-30,XSX,UK/EU,DirectSoft,Centresoft,20.0,3,Current
2021-03-20,Tennis World Tour 2,2021-03-30,XSX,UK/EU,DirectSoft,Centresoft,17.0,2,Current
2021-03-27,Tennis World Tour 2,2021-03-30,XSX,UK/EU,Express Gifts,Centresoft,16.0,1,Current
2021-01-16,Tennis World Tour 2,2021-03-30,XSX,UK/EU,GAME,U&I,16.0,11,Current
2021-03-13,Tennis World Tour 2,2021-03-30,XSX,UK/EU,GAME,U&I,17.0,3,Current
2021-03-16,Tennis World Tour 2,2021-03-30,XSX,UK/EU,GAME,U&I,15.0,2,Current
2021-02-27,Tennis World Tour 2,2021-03-30,XSX,UK/EU,Amazon UK,,16.0,5,Current
2021-03-27,Tennis World Tour 2,2021-03-30,PS5,UK/EU,Indie,Centresoft,31.0,1,Current
2021-03-06,Tennis World Tour 2,2021-03-30,PS5,UK/EU,GAME,U&I,19.0,4,Current
2021-03-13,Tennis World Tour 2,2021-03-30,PS5,UK/EU,GAME,U&I,17.0,3,Current
2021-03-16,Tennis World Tour 2,2021-03-30,PS5,UK/EU,GAME,U&I,15.0,2,Current
2021-03-20,Tennis World Tour 2,2021-03-30,PS5,UK/EU,GAME,U&I,23.0,2,Current
2021-03-27,Tennis World Tour 2,2021-03-30,PS5,UK/EU,GAME,U&I,44.0,1,Current
2021-03-20,Tennis World Tour 2,2021-03-30,PS5,UK/EU,Indie,Centresoft,34.0,2,Current
2021-03-13,Tennis World Tour 2,2021-03-30,PS5,UK/EU,Maximum Games Inventory - UK,,15.0,3,Current
2021-02-13,Tennis World Tour 2,2021-03-30,XSX,UK/EU,Amazon UK,,16.0,7,Current
2021-03-20,Tennis World Tour 2,2021-03-30,PS5,UK/EU,Maximum Games Inventory - UK,,15.0,2,Current
2021-03-27,Tennis World Tour 2,2021-03-30,PS5,UK/EU,Maximum Games Inventory - UK,,15.0,1,Current
2021-03-20,Tennis World Tour 2,2021-03-30,PS5,UK/EU,Shop Direct,Centresoft,15.0,2,Current
2021-03-27,Tennis World Tour 2,2021-03-30,PS5,UK/EU,Shop Direct,Centresoft,40.0,1,Current
2021-01-30,Tennis World Tour 2,2021-03-30,XSX,UK/EU,Amazon UK,,17.0,9,Current
2021-02-06,Tennis World Tour 2,2021-03-30,XSX,UK/EU,Amazon UK,,16.0,8,Current
2021-03-20,Tennis World Tour 2,2021-03-30,XSX,UK/EU,GAME,U&I,15.0,2,Current
2021-03-27,Tennis World Tour 2,2021-03-30,XSX,UK/EU,GAME,U&I,22.0,1,Current
2021-03-20,Tennis World Tour 2,2021-03-30,XSX,UK/EU,Indie,Centresoft,27.0,2,Current
2021-02-27,Tennis World Tour 2,2021-03-30,PS5,US,Best Buy,U&I,16.0,5,Current
2021-02-27,Tennis World Tour 2,2021-03-30,PS5,US,Amazon US,,22.0,5,Current
2021-02-27,Tennis World Tour 2,2021-03-30,PS5,US,GameStop,U&I,22.0,5,Current
2021-03-13,Tennis World Tour 2,2021-03-30,PS5,US,Amazon US,,27.0,3,Current
2021-03-20,Tennis World Tour 2,2021-03-30,PS5,US,Amazon US,,32.0,2,Current
2021-03-27,Tennis World Tour 2,2021-03-30,PS5,US,Amazon US,,31.0,1,Current
2021-02-13,Tennis World Tour 2,2021-03-30,PS5,US,Best Buy,U&I,17.0,7,Current
2021-03-20,Tennis World Tour 2,2021-03-30,PS5,US,Best Buy,U&I,17.0,2,Current
2021-02-13,Tennis World Tour 2,2021-03-30,PS5,US,Amazon US,,21.0,7,Current
2021-03-27,Tennis World Tour 2,2021-03-30,PS5,US,Best Buy,U&I,17.0,1,Current
2021-01-09,Tennis World Tour 2,2021-03-30,PS5,US,GameStop,U&I,17.0,12,Current
2021-01-16,Tennis World Tour 2,2021-03-30,PS5,US,GameStop,U&I,19.0,11,Current
2021-01-23,Tennis World Tour 2,2021-03-30,PS5,US,GameStop,U&I,21.0,10,Current
2021-01-30,Tennis World Tour 2,2021-03-30,PS5,US,GameStop,U&I,19.0,9,Current
2021-02-06,Tennis World Tour 2,2021-03-30,PS5,US,GameStop,U&I,20.0,8,Current
2021-02-20,Tennis World Tour 2,2021-03-30,PS5,US,Amazon US,,17.0,6,Current
2021-02-06,Tennis World Tour 2,2021-03-30,PS5,US,Amazon US,,21.0,8,Current
2021-03-27,Tennis World Tour 2,2021-03-30,XSX,UK/EU,Indie,Centresoft,19.0,1,Current
2021-01-16,Tennis World Tour 2,2021-03-30,PS5,US,Amazon CA,,17.0,11,Current
2021-03-06,Tennis World Tour 2,2021-03-30,XSX,UK/EU,Maximum Games Inventory - UK,,15.0,4,Current
2021-03-13,Tennis World Tour 2,2021-03-30,XSX,UK/EU,Maximum Games Inventory - UK,,15.0,3,Current
2021-03-20,Tennis World Tour 2,2021-03-30,XSX,UK/EU,Maximum Games Inventory - UK,,15.0,2,Current
2021-03-27,Tennis World Tour 2,2021-03-30,XSX,UK/EU,Maximum Games Inventory - UK,,15.0,1,Current
2021-03-20,Tennis World Tour 2,2021-03-30,XSX,UK/EU,Shop Direct,Centresoft,15.0,2,Current
2021-03-27,Tennis World Tour 2,2021-03-30,XSX,UK/EU,Shop Direct,Centresoft,23.0,1,Current
2021-01-23,Tennis World Tour 2,2021-03-30,PS5,US,Amazon CA,,16.0,10,Current
2021-01-30,Tennis World Tour 2,2021-03-30,PS5,US,Amazon US,,16.0,9,Current
2021-01-30,Tennis World Tour 2,2021-03-30,PS5,US,Amazon CA,,16.0,9,Current
2021-02-27,Tennis World Tour 2,2021-03-30,PS5,US,Amazon CA,,16.0,5,Current
2021-03-20,Tennis World Tour 2,2021-03-30,PS5,US,Amazon CA,,16.0,2,Current
2021-01-16,Tennis World Tour 2,2021-03-30,PS5,US,Amazon US,,32.0,11,Current
2021-01-23,Tennis World Tour 2,2021-03-30,PS5,US,Amazon US,,18.0,10,Current
2021-02-27,Tennis World Tour 2,2021-03-30,PS5,UK/EU,GAME,U&I,17.0,5,Current
2021-02-13,Tennis World Tour 2,2021-03-30,PS5,UK/EU,GAME,U&I,17.0,7,Current
2021-02-06,Tennis World Tour 2,2021-03-30,PS5,UK/EU,GAME,U&I,16.0,8,Current
2021-03-27,Tennis World Tour 2,2021-03-30,XSX,US,Best Buy,U&I,15.0,1,Current
2021-02-20,Tennis World Tour 2,2021-03-30,XSX,US,GameStop,U&I,17.0,6,Current
2021-02-13,Tennis World Tour 2,2021-03-30,XSX,US,GameStop,U&I,17.0,7,Current
2021-02-06,Tennis World Tour 2,2021-03-30,XSX,US,GameStop,U&I,16.0,8,Current
2021-01-30,Tennis World Tour 2,2021-03-30,XSX,US,GameStop,U&I,17.0,9,Current
2021-01-23,Tennis World Tour 2,2021-03-30,XSX,US,GameStop,U&I,17.0,10,Current
2021-01-16,Tennis World Tour 2,2021-03-30,XSX,US,GameStop,U&I,18.0,11,Current
2021-03-20,Tennis World Tour 2,2021-03-30,XSX,US,Best Buy,U&I,15.0,2,Current
2021-03-06,Tennis World Tour 2,2021-03-30,XSX,US,GameStop,U&I,16.0,4,Current
2021-02-06,Tennis World Tour 2,2021-03-30,XSX,US,Best Buy,U&I,16.0,8,Current
2021-03-27,Tennis World Tour 2,2021-03-30,XSX,US,Amazon US,,18.0,1,Current
2021-03-06,Tennis World Tour 2,2021-03-30,XSX,US,Amazon US,,19.0,4,Current
2021-02-27,Tennis World Tour 2,2021-03-30,XSX,US,Amazon US,,16.0,5,Current
2021-02-20,Tennis World Tour 2,2021-03-30,XSX,US,Amazon US,,17.0,6,Current
2021-03-13,Tennis World Tour 2,2021-03-30,XSX,US,GameStop,U&I,19.0,3,Current
2021-02-06,Tennis World Tour 2,2021-03-30,XSX,US,Amazon US,,16.0,8,Current
2021-03-27,Tennis World Tour 2,2021-03-30,XSX,US,Gamestop Canada,Solutions 2 Go,15.0,1,Current
2021-03-27,Tennis World Tour 2,2021-03-30,XSX,US,Walmart.com,Cokem,16.0,1,Current
2021-03-27,Tennis World Tour 2,2021-03-30,XSX,US,Maximum Games Inventory - US,,15.0,1,Current
2021-03-20,Tennis World Tour 2,2021-03-30,XSX,US,Maximum Games Inventory - US,,15.0,2,Current
2021-03-13,Tennis World Tour 2,2021-03-30,XSX,US,Maximum Games Inventory - US,,15.0,3,Current
2021-03-06,Tennis World Tour 2,2021-03-30,XSX,US,Maximum Games Inventory - US,,15.0,4,Current
2021-03-27,Tennis World Tour 2,2021-03-30,XSX,US,Importel,,19.0,1,Current
2021-03-20,Tennis World Tour 2,2021-03-30,XSX,US,Gamestop Canada,Solutions 2 Go,16.0,2,Current
2021-03-20,Tennis World Tour 2,2021-03-30,XSX,US,GameStop,U&I,17.0,2,Current
2021-02-27,Tennis World Tour 2,2021-03-30,XSX,US,Gamestop Canada,Solutions 2 Go,16.0,5,Current
2021-02-13,Tennis World Tour 2,2021-03-30,XSX,US,Gamestop Canada,Solutions 2 Go,16.0,7,Current
2021-01-09,Tennis World Tour 2,2021-03-30,XSX,US,Gamestop Canada,Solutions 2 Go,17.0,12,Current
2021-01-02,Tennis World Tour 2,2021-03-30,XSX,US,Gamestop Canada,Solutions 2 Go,16.0,13,Current
2021-03-27,Tennis World Tour 2,2021-03-30,XSX,US,GameStop,U&I,25.0,1,Current
2021-02-13,Tennis World Tour 2,2021-03-30,XSX,US,Amazon US,,16.0,7,Current
2021-01-30,Tennis World Tour 2,2021-03-30,PS5,UK/EU,GAME,U&I,17.0,9,Current
2021-03-06,Tennis World Tour 2,2021-03-30,PS5,UK/EU,DirectSoft,Centresoft,16.0,4,Current
2021-03-27,Tennis World Tour 2,2021-03-30,PS5,US,GameStop,U&I,37.0,1,Current
2021-03-20,Tennis World Tour 2,2021-03-30,PS5,US,GameStop,U&I,29.0,2,Current
2021-03-13,Tennis World Tour 2,2021-03-30,PS5,US,GameStop,U&I,26.0,3,Current
2021-02-13,Tennis World Tour 2,2021-03-30,PS5,UK/EU,DirectSoft,Centresoft,17.0,7,Current
2021-02-20,Tennis World Tour 2,2021-03-30,PS5,UK/EU,DirectSoft,Centresoft,18.0,6,Current
2021-02-27,Tennis World Tour 2,2021-03-30,PS5,UK/EU,DirectSoft,Centresoft,19.0,5,Current
2021-03-13,Tennis World Tour 2,2021-03-30,PS5,UK/EU,DirectSoft,Centresoft,21.0,3,Current
2021-02-27,Tennis World Tour 2,2021-03-30,PS5,US,Gamestop Canada,Solutions 2 Go,16.0,5,Current
2021-03-20,Tennis World Tour 2,2021-03-30,PS5,UK/EU,DirectSoft,Centresoft,26.0,2,Current
2021-03-27,Tennis World Tour 2,2021-03-30,PS5,UK/EU,Express Gifts,Centresoft,16.0,1,Current
2021-01-02,Tennis World Tour 2,2021-03-30,PS5,UK/EU,GAME,U&I,18.0,13,Current
2021-01-09,Tennis World Tour 2,2021-03-30,PS5,UK/EU,GAME,U&I,16.0,12,Current
2021-01-23,Tennis World Tour 2,2021-03-30,PS5,UK/EU,GAME,U&I,17.0,10,Current
2021-01-16,Tennis World Tour 2,2021-03-30,PS5,US,Gamestop Canada,Solutions 2 Go,16.0,11,Current
2021-03-13,Tennis World Tour 2,2021-03-30,PS5,US,Gamestop Canada,Solutions 2 Go,17.0,3,Current
2021-01-16,Tennis World Tour 2,2021-03-30,XSX,US,Amazon US,,16.0,11,Current
2021-03-27,Tennis World Tour 2,2021-03-30,PS5,US,Walmart.com,Cokem,18.0,1,Current
2021-03-27,Tennis World Tour 2,2021-03-30,XSX,US,Amazon CA,,15.0,1,Current
2021-03-20,Tennis World Tour 2,2021-03-30,XSX,US,Amazon CA,,15.0,2,Current
2021-02-13,Tennis World Tour 2,2021-03-30,XSX,US,Amazon CA,,16.0,7,Current
2021-02-06,Tennis World Tour 2,2021-03-30,XSX,US,Amazon CA,,16.0,8,Current
2021-01-09,Tennis World Tour 2,2021-03-30,XSX,US,Amazon CA,,16.0,12,Current
2021-02-27,Tennis World Tour 2,2021-03-30,PS5,US,Walmart.com,Cokem,16.0,5,Current
2021-03-20,Tennis World Tour 2,2021-03-30,PS5,US,Gamestop Canada,Solutions 2 Go,16.0,2,Current
2021-03-27,Tennis World Tour 2,2021-03-30,PS5,US,Maximum Games Inventory - US,,15.0,1,Current
2021-03-20,Tennis World Tour 2,2021-03-30,PS5,US,Maximum Games Inventory - US,,15.0,2,Current
2021-03-13,Tennis World Tour 2,2021-03-30,PS5,US,Maximum Games Inventory - US,,15.0,3,Current
2021-03-06,Tennis World Tour 2,2021-03-30,PS5,US,Maximum Games Inventory - US,,15.0,4,Current
2021-03-27,Tennis World Tour 2,2021-03-30,PS5,US,Importel,,23.0,1,Current
2021-03-27,Tennis World Tour 2,2021-03-30,PS5,US,Gamestop Canada,Solutions 2 Go,15.0,1,Current
2021-02-13,Tennis World Tour 2,2021-03-30,PS5,US,GameStop,U&I,17.0,7,Current
2021-01-02,Hunting Simulator 2,2021-03-25,PS5,UK/EU,Amazon UK,,17.0,12,Current
2021-01-09,Hunting Simulator 2,2021-03-25,PS5,UK/EU,Amazon UK,,16.0,11,Current
2021-02-20,Hunting Simulator 2,2021-03-25,PS5,UK/EU,GAME,U&I,16.0,5,Current
2021-01-02,Hunting Simulator 2,2021-03-25,XSX,UK/EU,Amazon UK,,16.0,12,Current
2021-03-20,Hunting Simulator 2,2021-03-25,PS5,UK/EU,Maximum Games Inventory - UK,,15.0,1,Current
2021-03-13,Hunting Simulator 2,2021-03-25,PS5,UK/EU,Maximum Games Inventory - UK,,15.0,2,Current
2021-03-06,Hunting Simulator 2,2021-03-25,PS5,UK/EU,Maximum Games Inventory - UK,,15.0,3,Current
2021-02-27,Hunting Simulator 2,2021-03-25,PS5,UK/EU,Maximum Games Inventory - UK,,15.0,4,Current
2021-03-20,Hunting Simulator 2,2021-03-25,PS5,UK/EU,Indie,Centresoft,30.0,1,Current
2021-03-13,Hunting Simulator 2,2021-03-25,PS5,UK/EU,Indie,Centresoft,34.0,2,Current
2021-03-20,Hunting Simulator 2,2021-03-25,PS5,UK/EU,GAME,U&I,21.0,1,Current
2021-03-13,Hunting Simulator 2,2021-03-25,PS5,UK/EU,GAME,U&I,19.0,2,Current
2021-03-09,Hunting Simulator 2,2021-03-25,PS5,UK/EU,GAME,U&I,15.0,2,Current
2021-03-06,Hunting Simulator 2,2021-03-25,PS5,UK/EU,GAME,U&I,16.0,3,Current
2021-02-27,Hunting Simulator 2,2021-03-25,PS5,UK/EU,GAME,U&I,17.0,4,Current
2021-03-20,Hunting Simulator 2,2021-03-25,PS5,UK/EU,Express Gifts,Centresoft,15.0,1,Current
2021-03-20,Hunting Simulator 2,2021-03-25,XSX,UK/EU,Argos Online,Centresoft,15.0,1,Current
2021-03-13,Hunting Simulator 2,2021-03-25,PS5,UK/EU,Express Gifts,Centresoft,16.0,2,Current
2021-03-06,Hunting Simulator 2,2021-03-25,PS5,UK/EU,DirectSoft,Centresoft,16.0,3,Current
2021-02-27,Hunting Simulator 2,2021-03-25,PS5,UK/EU,DirectSoft,Centresoft,19.0,4,Current
2021-02-20,Hunting Simulator 2,2021-03-25,PS5,UK/EU,DirectSoft,Centresoft,16.0,5,Current
2021-02-06,Hunting Simulator 2,2021-03-25,PS5,UK/EU,DirectSoft,Centresoft,16.0,7,Current
2021-03-20,Hunting Simulator 2,2021-03-25,PS5,UK/EU,Argos Online,Centresoft,17.0,1,Current
2021-03-13,Hunting Simulator 2,2021-03-25,PS5,UK/EU,Argos Online,Centresoft,21.0,2,Current
2021-03-20,Hunting Simulator 2,2021-03-25,PS5,UK/EU,Amazon UK,,17.0,1,Current
2021-03-13,Hunting Simulator 2,2021-03-25,PS5,UK/EU,Amazon UK,,21.0,2,Current
2021-03-06,Hunting Simulator 2,2021-03-25,PS5,UK/EU,Amazon UK,,17.0,3,Current
2021-01-23,Hunting Simulator 2,2021-03-25,PS5,UK/EU,Amazon UK,,17.0,9,Current
2021-03-20,Hunting Simulator 2,2021-03-25,XSX,UK/EU,Amazon UK,,15.0,1,Current
2021-02-06,Hunting Simulator 2,2021-03-25,XSX,UK/EU,DirectSoft,Centresoft,16.0,7,Current
2021-03-20,Hunting Simulator 2,2021-03-25,XSX,UK/EU,DirectSoft,Centresoft,16.0,1,Current
2021-01-09,Hunting Simulator 2,2021-03-25,XSX,UK/EU,GAME,U&I,16.0,11,Current
2021-03-17,Hunting Simulator 2,2021-03-25,XSX,UK/EU,GAME,U&I,15.0,1,Current
2021-03-20,Hunting Simulator 2,2021-03-25,XSX,UK/EU,GAME,U&I,17.0,1,Current
2021-03-20,Hunting Simulator 2,2021-03-25,XSX,UK/EU,Indie,Centresoft,28.0,1,Current
2021-03-20,Hunting Simulator 2,2021-03-25,XSX,UK/EU,Maximum Games Inventory - UK,,15.0,1,Current
2021-02-13,Hunting Simulator 2,2021-03-25,XSX,UK/EU,DirectSoft,Centresoft,16.0,6,Current
2021-01-02,Hunting Simulator 2,2021-03-23,XSX,US,Gamestop Canada,Solutions 2 Go,16.0,12,Current
2021-01-16,Hunting Simulator 2,2021-03-23,XSX,US,GameStop,U&I,18.0,10,Current
2021-01-23,Hunting Simulator 2,2021-03-23,XSX,US,GameStop,U&I,16.0,9,Current
2021-02-13,Hunting Simulator 2,2021-03-23,XSX,US,GameStop,U&I,17.0,6,Current
2021-02-20,Hunting Simulator 2,2021-03-23,XSX,US,GameStop,U&I,17.0,5,Current
2021-03-06,Hunting Simulator 2,2021-03-23,XSX,US,GameStop,U&I,21.0,3,Current
2021-03-13,Hunting Simulator 2,2021-03-23,XSX,US,GameStop,U&I,21.0,2,Current
2021-03-20,Hunting Simulator 2,2021-03-23,XSX,US,GameStop,U&I,17.0,1,Current
2021-02-13,Hunting Simulator 2,2021-03-23,XSX,US,Gamestop Canada,Solutions 2 Go,17.0,6,Current
2021-01-09,Hunting Simulator 2,2021-03-23,XSX,US,Gamestop Canada,Solutions 2 Go,16.0,11,Current
2021-01-23,Hunting Simulator 2,2021-03-23,XSX,US,Gamestop Canada,Solutions 2 Go,17.0,9,Current
2021-03-20,Hunting Simulator 2,2021-03-23,XSX,US,Best Buy,U&I,15.0,1,Current
2021-03-13,Hunting Simulator 2,2021-03-23,XSX,US,Gamestop Canada,Solutions 2 Go,18.0,2,Current
2021-03-20,Hunting Simulator 2,2021-03-23,XSX,US,Gamestop Canada,Solutions 2 Go,17.0,1,Current
2021-02-27,Hunting Simulator 2,2021-03-23,XSX,US,Maximum Games Inventory - US,,15.0,4,Current
2021-03-06,Hunting Simulator 2,2021-03-23,XSX,US,Maximum Games Inventory - US,,15.0,3,Current
2021-03-20,Hunting Simulator 2,2021-03-23,XSX,US,COKeM Warehouse,Cokem,15.0,1,Current
2021-01-16,Hunting Simulator 2,2021-03-23,XSX,US,Best Buy,U&I,16.0,10,Current
2021-03-13,Hunting Simulator 2,2021-03-23,XSX,US,Best Buy,U&I,15.0,2,Current
2021-03-13,Hunting Simulator 2,2021-03-23,PS5,US,Gamestop Canada,Solutions 2 Go,21.0,2,Current
2021-03-06,Hunting Simulator 2,2021-03-23,PS5,US,Maximum Games Inventory - US,,15.0,3,Current
2021-03-13,Hunting Simulator 2,2021-03-23,PS5,US,Maximum Games Inventory - US,,15.0,2,Current
2021-03-20,Hunting Simulator 2,2021-03-23,PS5,US,Maximum Games Inventory - US,,15.0,1,Current
2021-02-13,Hunting Simulator 2,2021-03-23,PS5,US,Walmart.com,Cokem,17.0,6,Current
2021-02-27,Hunting Simulator 2,2021-03-23,PS5,US,Walmart.com,Cokem,17.0,4,Current
2021-02-27,Hunting Simulator 2,2021-03-23,XSX,US,Amazon CA,,16.0,4,Current
2021-03-20,Hunting Simulator 2,2021-03-23,XSX,US,Amazon CA,,15.0,1,Current
2021-01-23,Hunting Simulator 2,2021-03-23,XSX,US,Best Buy,U&I,16.0,9,Current
2021-02-13,Hunting Simulator 2,2021-03-23,XSX,US,Amazon US,,17.0,6,Current
2021-02-20,Hunting Simulator 2,2021-03-23,XSX,US,Amazon US,,16.0,5,Current
2021-02-27,Hunting Simulator 2,2021-03-23,XSX,US,Amazon US,,16.0,4,Current
2021-03-06,Hunting Simulator 2,2021-03-23,XSX,US,Amazon US,,17.0,3,Current
2021-03-13,Hunting Simulator 2,2021-03-23,XSX,US,Amazon US,,20.0,2,Current
2021-03-20,Hunting Simulator 2,2021-03-23,XSX,US,Amazon US,,15.0,1,Current
2021-03-20,Hunting Simulator 2,2021-03-23,XSX,US,Maximum Games Inventory - US,,15.0,1,Current
2021-03-13,Hunting Simulator 2,2021-03-23,XSX,US,Maximum Games Inventory - US,,15.0,2,Current
2021-01-30,Hunting Simulator 2,2021-03-23,PS5,US,Gamestop Canada,Solutions 2 Go,18.0,8,Current
2021-03-13,Hunting Simulator 2,2021-03-23,XSX,US,Walmart.com,Cokem,16.0,2,Current
2021-01-09,Hunting Simulator 2,2021-03-23,PS5,US,Amazon US,,22.0,11,Current
2021-03-13,Hunting Simulator 2,2021-03-23,PS5,US,Amazon US,,31.0,2,Current
2021-03-06,Hunting Simulator 2,2021-03-23,PS5,US,Amazon US,,23.0,3,Current
2021-02-27,Hunting Simulator 2,2021-03-23,PS5,US,Amazon US,,20.0,4,Current
2021-02-13,Hunting Simulator 2,2021-03-23,PS5,US,Amazon US,,17.0,6,Current
2021-02-06,Hunting Simulator 2,2021-03-23,PS5,US,Amazon US,,19.0,7,Current
2021-01-16,Hunting Simulator 2,2021-03-23,PS5,US,Amazon US,,19.0,10,Current
2021-01-02,Hunting Simulator 2,2021-03-23,PS5,US,Amazon US,,19.0,12,Current
2021-02-20,Hunting Simulator 2,2021-03-23,PS5,US,Gamestop Canada,Solutions 2 Go,19.0,5,Current
2021-03-20,Hunting Simulator 2,2021-03-23,PS5,US,Amazon CA,,15.0,1,Current
2021-03-06,Hunting Simulator 2,2021-03-23,PS5,US,Amazon CA,,17.0,3,Current
2021-02-20,Hunting Simulator 2,2021-03-23,PS5,US,Amazon CA,,17.0,5,Current
2021-02-13,Hunting Simulator 2,2021-03-23,PS5,US,Amazon CA,,17.0,6,Current
2021-02-06,Hunting Simulator 2,2021-03-23,PS5,US,Amazon CA,,16.0,7,Current
2021-01-30,Hunting Simulator 2,2021-03-23,PS5,US,Amazon CA,,16.0,8,Current
2021-03-20,Hunting Simulator 2,2021-03-23,PS5,US,Amazon US,,20.0,1,Current
2021-03-13,Hunting Simulator 2,2021-03-23,PS5,US,Best Buy,U&I,15.0,2,Current
2021-03-20,Hunting Simulator 2,2021-03-23,PS5,US,Best Buy,U&I,15.0,1,Current
2021-03-06,Hunting Simulator 2,2021-03-23,PS5,US,Gamestop Canada,Solutions 2 Go,17.0,3,Current
2021-02-13,Hunting Simulator 2,2021-03-23,PS5,US,Gamestop Canada,Solutions 2 Go,16.0,6,Current
2021-01-23,Hunting Simulator 2,2021-03-23,PS5,US,Gamestop Canada,Solutions 2 Go,19.0,9,Current
